,Location,Period,Indicator,Dim1,First Tooltip
245,Albania,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.13 [26.02-32.69]
246,Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.92 [30.32-37.89]
247,Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,37.26 [33.25-41.75]
248,Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.36 [27.07-34.07]
249,Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.18 [31.41-39.35]
250,Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.63 [34.38-43.3]
251,Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.54 [28.08-35.4]
252,Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.45 [32.53-40.78]
253,Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,39.97 [35.55-44.86]
254,Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.75 [29.17-36.76]
255,Albania,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.79 [33.69-42.32]
256,Albania,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,41.44 [36.79-46.5]
257,Albania,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.98 [30.19-38.2]
258,Albania,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,39.28 [34.99-44.07]
259,Albania,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,43.02 [38.24-48.36]
260,Albania,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.38 [31.38-39.83]
261,Albania,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.99 [36.42-46.07]
262,Albania,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,44.81 [39.75-50.48]
263,Albania,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.02 [32.71-41.76]
264,Albania,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.01 [38.11-48.45]
265,Albania,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,46.91 [41.51-53.04]
266,Albania,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,38.9 [34.33-43.97]
267,Albania,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.39 [40.01-51.3]
268,Albania,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,49.3 [43.38-55.92]
269,Albania,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,41.18 [36.21-46.76]
270,Albania,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,48.12 [42.17-54.74]
271,Albania,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,52.25 [45.65-59.64]
272,Albania,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43.82 [38.29-50.07]
273,Albania,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,51.31 [44.54-58.93]
274,Albania,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,55.51 [48.06-63.84]
275,Albania,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,46.94 [40.61-54.14]
276,Albania,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,55 [47.04-63.91]
277,Albania,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,59.23 [50.59-69.07]
278,Albania,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,50.49 [43.02-58.96]
279,Albania,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,59.18 [49.6-69.85]
280,Albania,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,63.49 [53.2-75.07]
281,Albania,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,54.6 [45.66-64.56]
282,Albania,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,63.91 [52.23-77.07]
283,Albania,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,68.33 [55.77-82.7]
284,Albania,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,59.26 [48.37-71.52]
285,Albania,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.22 [54.91-85.69]
286,Albania,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,73.6 [58.23-91.4]
287,Albania,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.56 [51.03-80.23]
288,Albania,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,75.17 [57.34-96.41]
289,Albania,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,79.49 [60.73-102.1]
290,Albania,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,70.46 [53.56-90.59]
291,Albania,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,81.61 [59.9-108.6]
292,Albania,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,85.98 [63.04-114.6]
293,Albania,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.88 [56.16-102.3]
294,Albania,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,88.61 [62.14-122.8]
295,Albania,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,92.97 [65.15-129.1]
296,Albania,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.09 [58.54-116.5]
297,Albania,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,96.21 [64.08-140.1]
298,Albania,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,100.5 [66.87-147]
299,Albania,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,91.86 [60.84-133.7]
300,Algeria,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.26 [22.51-24.03]
301,Algeria,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,24.62 [23.83-25.45]
302,Algeria,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.81 [21.09-22.56]
303,Algeria,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.81 [23.26-24.35]
304,Algeria,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.21 [24.62-25.8]
305,Algeria,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.33 [21.8-22.87]
306,Algeria,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.32 [23.8-24.84]
307,Algeria,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.76 [25.2-26.32]
308,Algeria,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.81 [22.3-23.32]
309,Algeria,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.79 [24.25-25.34]
310,Algeria,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.2 [25.62-26.79]
311,Algeria,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.31 [22.78-23.84]
312,Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.18 [24.61-25.75]
313,Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.56 [25.94-27.18]
314,Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.72 [23.16-24.3]
315,Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.48 [24.94-26.02]
316,Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.85 [26.25-27.44]
317,Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.04 [23.53-24.59]
318,Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.78 [25.27-26.31]
319,Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.09 [26.52-27.66]
320,Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.42 [23.89-24.94]
321,Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.17 [25.68-26.68]
322,Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.52 [26.98-28.09]
323,Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.75 [24.26-25.25]
324,Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.71 [26.2-27.22]
325,Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.12 [27.58-28.68]
326,Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.22 [24.72-25.73]
327,Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.43 [26.91-27.97]
328,Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.89 [28.32-29.48]
329,Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.91 [25.38-26.43]
330,Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.38 [27.85-28.91]
331,Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,29.89 [29.3-30.47]
332,Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.8 [26.27-27.35]
333,Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.5 [28.94-30.08]
334,Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.89 [30.27-31.51]
335,Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.05 [27.49-28.64]
336,Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.76 [30.19-31.35]
337,Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,32.36 [31.72-33.01]
338,Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.09 [28.52-29.67]
339,Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.12 [31.54-32.76]
340,Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.84 [33.18-34.52]
341,Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.32 [29.72-30.95]
342,Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.57 [32.91-34.25]
343,Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,35.5 [34.79-36.24]
344,Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.54 [30.9-32.22]
345,Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.05 [34.39-35.74]
346,Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,37.15 [36.43-37.91]
347,Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.86 [32.21-33.53]
348,Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.5 [35.78-37.22]
349,Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.9 [38.12-39.69]
350,Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.98 [33.28-34.68]
351,Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.79 [37.05-38.53]
352,Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,40.66 [39.83-41.47]
353,Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,34.78 [34.06-35.5]
354,Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,38.86 [38.07-39.66]
355,Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,41.6 [40.73-42.5]
356,Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.97 [35.19-36.75]
357,Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,39.67 [38.79-40.56]
358,Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,42.54 [41.58-43.53]
359,Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,36.65 [35.8-37.53]
360,Algeria,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.26 [39.25-41.3]
